Text,Label
This phone's battery lasts all day and the camera quality is amazing.,Positive
"Very disappointing purchase, not worth the price.",Negative
"Very disappointing purchase, not worth the price.",Negative
The smartwatch is stylish and very accurate with fitness tracking.,Positive
It meets my expectations but didn't exceed them.,Neutral
"The shoes fit well, but the delivery took longer than expected.",Neutral
"The packaging was fine, but the product doesn't feel as premium as advertised.",Neutral
It meets my expectations but didn't exceed them.,Neutral
"The shoes fit well, but the delivery took longer than expected.",Neutral
"Average quality, neither too good nor too bad.",Neutral
This phone's battery lasts all day and the camera quality is amazing.,Positive
The laptop crashed multiple times within the first week of use.,Negative
"The blender is powerful, easy to clean, and worth every penny.",Positive
"The shoes fit well, but the delivery took longer than expected.",Neutral
Great build quality and fast delivery.,Positive
Excellent quality headphones with crystal clear sound.,Positive
The sound quality is bad and the battery drains fast.,Negative
"Product is okay, works as described but nothing exceptional.",Neutral
"The blender is powerful, easy to clean, and worth every penny.",Positive
"Average quality, neither too good nor too bad.",Neutral
"Very disappointing purchase, not worth the price.",Negative
The smartwatch is stylish and very accurate with fitness tracking.,Positive
The laptop crashed multiple times within the first week of use.,Negative
Great build quality and fast delivery.,Positive
The phone heats up quickly even during normal use.,Negative
"Poor quality fabric, started tearing after one wash.",Negative
Great build quality and fast delivery.,Positive
It meets my expectations but didn't exceed them.,Neutral
The smartwatch is stylish and very accurate with fitness tracking.,Positive
The phone heats up quickly even during normal use.,Negative
"The packaging was fine, but the product doesn't feel as premium as advertised.",Neutral
"The blender is powerful, easy to clean, and worth every penny.",Positive
"Average quality, neither too good nor too bad.",Neutral
"The packaging was fine, but the product doesn't feel as premium as advertised.",Neutral
"The packaging was fine, but the product doesn't feel as premium as advertised.",Neutral
"Very disappointing purchase, not worth the price.",Negative
It meets my expectations but didn't exceed them.,Neutral
It meets my expectations but didn't exceed them.,Neutral
Excellent quality headphones with crystal clear sound.,Positive
"The shoes fit well, but the delivery took longer than expected.",Neutral
The phone heats up quickly even during normal use.,Negative
It meets my expectations but didn't exceed them.,Neutral
The laptop crashed multiple times within the first week of use.,Negative
"The shoes fit well, but the delivery took longer than expected.",Neutral
"The blender is powerful, easy to clean, and worth every penny.",Positive
"The shoes fit well, but the delivery took longer than expected.",Neutral
The phone heats up quickly even during normal use.,Negative
"Average quality, neither too good nor too bad.",Neutral
The sound quality is bad and the battery drains fast.,Negative
The phone heats up quickly even during normal use.,Negative
Great build quality and fast delivery.,Positive
The smartwatch is stylish and very accurate with fitness tracking.,Positive
"Poor quality fabric, started tearing after one wash.",Negative
"Poor quality fabric, started tearing after one wash.",Negative
"The packaging was fine, but the product doesn't feel as premium as advertised.",Neutral
Great build quality and fast delivery.,Positive
"Average quality, neither too good nor too bad.",Neutral
The sound quality is bad and the battery drains fast.,Negative
It meets my expectations but didn't exceed them.,Neutral
The laptop crashed multiple times within the first week of use.,Negative
"The blender is powerful, easy to clean, and worth every penny.",Positive
"The blender is powerful, easy to clean, and worth every penny.",Positive
"The shoes fit well, but the delivery took longer than expected.",Neutral
"Product is okay, works as described but nothing exceptional.",Neutral
The phone heats up quickly even during normal use.,Negative
Great build quality and fast delivery.,Positive
"The blender is powerful, easy to clean, and worth every penny.",Positive
This phone's battery lasts all day and the camera quality is amazing.,Positive
The laptop crashed multiple times within the first week of use.,Negative
The smartwatch is stylish and very accurate with fitness tracking.,Positive
